EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,TrainingTimesLastYear,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,PerformanceRating,OverTime,DistanceFromHome,BusinessTravel,StockOptionLevel,Attrition,AnnualIncome,IncomePerYearAtCompany
1414,41,Male,Single,Research & Development,Research Scientist,3,7080,17,5,2,1,1,3,No,26,Travel_Frequently,2,Yes,84960,4720.0
1415,56,Male,Divorced,Research & Development,Research Director,4,5222,21,2,1,3,1,3,Yes,22,Travel_Rarely,3,No,62664,2848.36
1416,37,Male,Married,Research & Development,Manufacturing Director,4,7285,17,6,4,1,4,4,Yes,10,Non-Travel,1,No,87420,4856.67
1417,36,Male,Single,Sales,Sales Executive,2,8152,15,1,2,1,4,4,No,17,Travel_Rarely,2,No,97824,6114.0
1418,35,Male,Married,Research & Development,Research Scientist,1,4038,14,6,1,2,2,3,No,17,Travel_Rarely,0,No,48456,3230.4
1419,44,Female,Single,Research & Development,Laboratory Technician,3,6091,7,5,1,2,3,3,No,29,Travel_Rarely,3,Yes,73092,9136.5
1420,42,Male,Single,Research & Development,Research Director,3,6797,10,5,4,2,4,3,Yes,29,Non-Travel,3,Yes,81564,7414.91
1421,38,Female,Married,Research & Development,Research Scientist,1,7173,1,2,4,3,1,3,No,6,Travel_Rarely,0,No,86076,43038.0
1422,35,Female,Single,Research & Development,Laboratory Technician,5,3808,9,6,3,2,4,3,No,26,Travel_Rarely,0,Yes,45696,4569.6
1423,48,Female,Single,Sales,Sales Representative,4,8200,17,3,2,2,2,3,No,9,Non-Travel,1,No,98400,5466.67
1424,52,Female,Single,Research & Development,Manufacturing Director,3,6702,16,2,3,1,1,2,No,23,Travel_Frequently,2,No,80424,4730.82
1425,25,Male,Married,Sales,Sales Representative,5,4857,2,1,3,3,1,2,No,24,Travel_Rarely,1,No,58284,19428.0
1426,56,Female,Married,Research & Development,Research Director,4,8044,10,6,4,3,3,2,No,21,Travel_Rarely,0,No,96528,8775.27
1427,53,Female,Single,Research & Development,Manufacturing Director,5,5482,3,2,2,2,2,3,No,25,Travel_Rarely,0,Yes,65784,16446.0
1428,27,Female,Married,Research & Development,Laboratory Technician,5,3823,5,4,3,1,4,3,No,12,Non-Travel,2,Yes,45876,7646.0
1429,27,Female,Married,Research & Development,Manufacturing Director,3,5338,1,1,1,2,2,4,Yes,6,Travel_Rarely,3,Yes,64056,32028.0
1430,28,Male,Married,Sales,Sales Executive,2,5464,6,2,2,4,3,3,No,10,Travel_Rarely,1,No,65568,9366.86
1431,29,Female,Married,Sales,Manager,4,5752,7,4,3,3,2,3,No,25,Non-Travel,2,No,69024,8628.0
1432,39,Male,Married,Research & Development,Manufacturing Director,2,5927,11,4,1,2,4,3,No,28,Travel_Rarely,2,No,71124,5927.0
1433,28,Female,Single,Research & Development,Manufacturing Director,4,7444,8,4,3,2,4,3,No,16,Travel_Rarely,0,Yes,89328,9925.33
1434,25,Male,Divorced,Sales,Manager,2,4252,2,6,3,3,2,4,No,27,Travel_Rarely,1,No,51024,17008.0
1435,27,Male,Married,Sales,Manager,2,5773,4,1,2,2,4,3,No,15,Travel_Rarely,2,No,69276,13855.2
1436,40,Male,Married,Research & Development,Research Director,1,5714,0,4,4,2,2,2,Yes,8,Travel_Rarely,0,Yes,68568,68568.0
1437,41,Female,Married,Sales,Sales Representative,1,3807,13,6,2,2,2,3,Yes,16,Travel_Rarely,3,No,45684,3263.14
1438,38,Female,Married,Research & Development,Research Director,4,9789,0,4,2,1,1,3,No,16,Travel_Rarely,0,No,117468,117468.0
1439,34,Female,Married,Research & Development,Manufacturing Director,2,1951,13,2,2,1,1,3,No,9,Travel_Frequently,0,No,23412,1672.29
1440,35,Male,Married,Sales,Sales Executive,3,8208,6,5,4,1,4,3,No,29,Travel_Rarely,2,No,98496,14070.86
1441,50,Female,Single,Sales,Manager,2,6642,6,1,4,4,1,3,Yes,7,Travel_Frequently,0,No,79704,11386.29
1442,38,Male,Single,Human Resources,Human Resources,1,6712,1,3,3,4,2,3,No,28,Travel_Rarely,3,No,80544,40272.0
1443,46,Female,Married,Research & Development,Research Scientist,3,7781,10,6,3,2,1,3,Yes,7,Travel_Rarely,2,No,93372,8488.36
1444,48,Male,Married,Research & Development,Laboratory Technician,4,9453,0,5,1,2,1,3,No,16,Travel_Rarely,0,No,113436,113436.0
1445,37,Male,Single,Research & Development,Laboratory Technician,4,6385,5,1,1,4,3,2,Yes,4,Travel_Rarely,0,No,76620,12770.0
1446,39,Male,Married,Human Resources,Manager,1,7851,14,3,2,2,1,2,No,11,Travel_Rarely,1,Yes,94212,6280.8
1447,52,Male,Married,Human Resources,Human Resources,3,9859,19,4,3,4,3,3,Yes,27,Travel_Rarely,1,No,118308,5915.4
1448,52,Female,Single,Research & Development,Manufacturing Director,1,7413,21,0,2,1,3,1,Yes,26,Non-Travel,2,No,88956,4043.45
1449,38,Male,Married,Research & Development,Research Scientist,2,7151,17,0,4,3,2,3,No,27,Travel_Frequently,1,No,85812,4767.33
1450,33,Male,Married,Sales,Manager,2,8149,4,2,3,4,4,4,No,19,Travel_Rarely,2,No,97788,19557.6
1451,22,Male,Single,Research & Development,Research Scientist,1,4541,2,4,3,3,2,2,Yes,17,Non-Travel,3,No,54492,18164.0
1452,34,Female,Married,Research & Development,Research Director,3,1942,6,0,2,3,1,3,No,24,Travel_Rarely,3,No,23304,3329.14
1453,55,Female,Divorced,Research & Development,Research Scientist,4,5469,1,0,4,3,3,3,No,5,Travel_Rarely,1,Yes,65628,32814.0
1454,27,Male,Divorced,Human Resources,Manager,3,4352,4,5,3,3,2,3,No,19,Travel_Rarely,2,No,52224,10444.8
1455,51,Male,Married,Sales,Manager,5,4326,0,2,2,1,4,3,Yes,28,Non-Travel,0,Yes,51912,51912.0
1456,50,Female,Married,Research & Development,Research Scientist,5,7172,3,4,2,4,4,2,Yes,22,Travel_Rarely,1,No,86064,21516.0
1457,41,Male,Divorced,Sales,Sales Executive,3,3356,16,3,2,1,3,3,No,16,Travel_Frequently,0,No,40272,2368.94
1458,48,Male,Married,Research & Development,Research Scientist,3,6746,12,0,1,3,3,3,Yes,27,Travel_Rarely,2,Yes,80952,6227.08
1459,50,Female,Divorced,Sales,Sales Executive,2,6197,20,0,3,2,3,3,No,11,Travel_Rarely,3,No,74364,3541.14
1460,58,Male,Married,Sales,Sales Executive,2,8768,5,0,2,4,3,3,No,9,Non-Travel,3,No,105216,17536.0
1461,57,Male,Single,Sales,Sales Representative,1,5582,11,3,2,1,2,2,No,11,Travel_Rarely,0,No,66984,5582.0
1462,31,Male,Single,Research & Development,Laboratory Technician,3,6741,11,6,2,3,1,3,Yes,11,Travel_Rarely,3,No,80892,6741.0
1463,36,Female,Married,Research & Development,Manufacturing Director,2,6197,1,6,4,1,3,3,No,26,Travel_Rarely,0,No,74364,37182.0
1464,44,Female,Single,Research & Development,Manufacturing Director,1,9239,20,3,4,4,2,2,No,22,Travel_Rarely,3,No,110868,5279.43
1465,45,Female,Married,Human Resources,Manager,3,8674,1,2,2,1,1,4,No,17,Non-Travel,0,No,104088,52044.0
1466,31,Female,Married,Research & Development,Laboratory Technician,2,7365,10,5,2,4,2,3,No,10,Travel_Rarely,2,No,88380,8034.55
1467,28,Female,Married,Sales,Sales Representative,4,2759,1,4,1,4,1,2,No,20,Travel_Rarely,3,Yes,33108,16554.0
1468,30,Male,Single,Research & Development,Research Director,3,4904,5,4,4,1,3,3,No,7,Travel_Rarely,2,No,58848,9808.0
1469,29,Female,Married,Sales,Manager,5,6049,1,3,1,1,1,3,No,24,Travel_Frequently,1,No,72588,36294.0
1470,30,Male,Single,Human Resources,Human Resources,4,9428,2,1,3,3,3,3,No,1,Travel_Rarely,2,No,113136,37712.0
1471,28,Male,Married,Sales,Manager,5,5448,1,0,1,3,2,2,Yes,17,Travel_Rarely,0,No,65376,32688.0
1472,29,Female,Single,Human Resources,Manager,4,4941,9,5,4,4,3,1,No,4,Travel_Rarely,3,No,59292,5929.2
1473,39,Female,Single,Sales,Sales Executive,1,10277,14,1,4,2,3,3,No,9,Travel_Rarely,0,No,123324,8221.6
1474,36,Male,Married,Research & Development,Manufacturing Director,2,1865,16,2,3,1,2,2,No,13,Travel_Rarely,2,No,22380,1316.47
1475,38,Male,Divorced,Research & Development,Research Director,1,5977,12,2,2,2,1,3,No,17,Travel_Rarely,0,No,71724,5517.23
1476,44,Male,Married,Human Resources,Manager,2,9972,11,5,2,4,2,2,No,22,Travel_Rarely,3,Yes,119664,9972.0
1477,29,Male,Single,Sales,Manager,5,6045,2,2,2,2,1,4,No,21,Travel_Rarely,1,Yes,72540,24180.0
1478,25,Male,Single,Research & Development,Research Scientist,1,8645,4,6,2,3,1,4,Yes,26,Non-Travel,2,Yes,103740,20748.0
1479,32,Male,Divorced,Human Resources,Human Resources,5,4427,5,0,3,1,2,2,No,10,Travel_Rarely,1,Yes,53124,8854.0
1480,42,Male,Single,Research & Development,Laboratory Technician,2,7691,21,1,4,4,1,2,Yes,16,Non-Travel,0,No,92292,4195.09
1481,32,Female,Single,Research & Development,Research Scientist,2,7045,10,3,1,1,2,3,No,18,Travel_Rarely,2,No,84540,7685.45
1482,40,Female,Married,Research & Development,Manufacturing Director,1,10272,7,3,4,4,1,2,No,3,Travel_Frequently,1,No,123264,15408.0
1483,32,Male,Married,Research & Development,Manufacturing Director,4,7721,10,5,4,4,4,3,No,12,Travel_Rarely,2,Yes,92652,8422.91
1484,30,Female,Married,Research & Development,Manufacturing Director,4,8699,3,5,1,2,3,3,No,26,Travel_Frequently,3,No,104388,26097.0
1485,31,Female,Divorced,Research & Development,Research Scientist,1,5202,8,6,2,4,2,3,No,20,Travel_Rarely,1,No,62424,6936.0
1486,53,Female,Married,Human Resources,Manager,3,8642,10,3,4,1,1,3,Yes,12,Travel_Rarely,2,No,103704,9427.64
1487,33,Male,Married,Sales,Manager,4,3065,13,5,2,2,2,3,No,13,Non-Travel,3,No,36780,2627.14
1488,52,Female,Divorced,Sales,Sales Representative,1,8918,24,5,4,2,1,3,Yes,2,Travel_Rarely,1,No,107016,4280.64
1489,36,Male,Married,Human Resources,Manager,1,9321,13,2,2,3,1,3,No,18,Travel_Rarely,2,No,111852,7989.43
1490,36,Male,Married,Research & Development,Research Director,2,4609,2,4,1,1,3,3,Yes,20,Travel_Rarely,1,Yes,55308,18436.0
1491,49,Male,Single,Research & Development,Research Director,3,9075,17,6,3,4,2,3,No,8,Travel_Rarely,3,No,108900,6050.0
1492,41,Male,Married,Research & Development,Research Scientist,5,5075,8,5,4,3,4,3,No,18,Travel_Rarely,0,No,60900,6766.67
1493,46,Male,Single,Sales,Sales Executive,3,9075,13,4,1,3,3,3,No,8,Travel_Rarely,0,No,108900,7778.57
1494,22,Female,Married,Sales,Sales Representative,5,8201,1,6,1,4,3,3,No,26,Travel_Rarely,2,No,98412,49206.0
1495,44,Female,Single,Research & Development,Laboratory Technician,1,4750,3,0,3,1,2,2,Yes,29,Non-Travel,0,No,57000,14250.0
1496,23,Male,Married,Research & Development,Research Director,2,2306,3,2,4,1,3,3,No,11,Travel_Rarely,3,Yes,27672,6918.0
1497,31,Female,Single,Research & Development,Research Director,4,10100,1,3,2,3,2,2,Yes,6,Travel_Rarely,1,Yes,121200,60600.0
1498,49,Female,Married,Sales,Manager,4,7299,4,4,3,4,3,3,No,15,Non-Travel,0,No,87588,17517.6
1499,43,Female,Married,Human Resources,Manager,2,5424,0,2,2,2,4,3,Yes,18,Travel_Rarely,1,No,65088,65088.0
1500,30,Female,Married,Human Resources,Human Resources,4,8425,6,0,1,2,4,3,No,3,Travel_Rarely,0,No,101100,14442.86
